,file,num_iter,run_time_iter,opt_thres,opt_dist,opt_I,run_time_iter_cumsum,max_opt_I
49,time1672269027,3,"[38.5035, 39.2706, 38.4694]","[array([-8.  , -1.04,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3982596 , 0.20564727, 0.39609313]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1164706624431802, 1.1318035933560924, 1.1318035933560924]",[ 38.5035  77.7741 116.2435],1.1318035933560924
50,time1672265665,3,"[36.7162, 37.086, 38.1859]","[array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.7162  73.8022 111.9881],1.1318035933560924
51,time1672258223,4,"[37.2486, 36.7554, 37.314, 37.2325]","[array([-8.  , -1.44,  1.68,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37557652, 0.25963404, 0.36478944]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1219156709441613, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.2486  74.004  111.318  148.5505],1.1318035933560924
52,time1672260727,3,"[37.7073, 38.1983, 38.6867]","[array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.7073  75.9056 114.5923],1.1318035933560924
53,time1672266960,2,"[38.3895, 39.2317]","[array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1318035933560924, 1.1318035933560924]",[38.3895 77.6212],1.1318035933560924
54,time1672268265,4,"[41.3772, 40.0871, 40.0249, 40.1832]","[array([-8.  , -1.92,  1.6 ,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3508969 , 0.27838141, 0.37072169]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0922662269567138, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 41.3772  81.4643 121.4892 161.6724],1.1318035933560924
55,time1672264550,3,"[35.8636, 34.542, 35.661]","[array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 35.8636  70.4056 106.0666],1.1318035933560924
56,time1672261107,2,"[38.5775, 38.2851]","[array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1317334795696499, 1.1318035933560924]",[38.5775 76.8626],1.1318035933560924
57,time1672260842,3,"[37.26, 38.903, 38.0407]","[array([-8.  , -1.76,  1.28,  8.  ]), array([-8.  , -1.44,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36525497, 0.25026325, 0.38448178]), array([0.37795094, 0.24166658, 0.38038248]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1151102521310154, 1.131733479559982, 1.1318035933560924]",[ 37.26    76.163  114.2037],1.1318035933560924
58,time1672262108,3,"[38.9581, 37.9746, 37.6541]","[array([-8.  , -1.2 ,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38792371, 0.22962078, 0.38245551]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1275029751163432, 1.1318035933560924, 1.1318035933560924]",[ 38.9581  76.9327 114.5868],1.1318035933560924
59,time1672267980,3,"[41.4738, 39.7101, 40.3967]","[array([-8.  , -1.2 ,  1.84,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38987176, 0.24508659, 0.36504165]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1053352180727471, 1.1317334795696499, 1.1318035933560924]",[ 41.4738  81.1839 121.5806],1.1318035933560924
60,time1672265322,5,"[37.5944, 38.1451, 38.7182, 38.2043, 37.9271]","[array([-8.  , -0.24,  0.56,  8.  ]), array([-8.  , -0.96,  0.96,  8.  ]), array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.48245844, 0.03413299, 0.48340857]), array([0.41432008, 0.17135847, 0.41432145]), array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[0.9980876824779001, 1.0922550730817073, 1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 37.5944  75.7395 114.4577 152.662  190.5891],1.1318035933560924
61,time1672259160,3,"[37.0979, 38.9037, 38.6053]","[array([-8.  , -1.2 ,  1.04,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39965838, 0.19972881, 0.40061281]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.113722180641831, 1.1318035933560924, 1.1318035933560924]",[ 37.0979  76.0016 114.6069],1.1318035933560924
62,time1672262888,4,"[35.3439, 36.3914, 35.3537, 35.2937]","[array([-8.  , -1.68,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36364117, 0.26490456, 0.37145427]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1199382061097514, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 35.3439  71.7353 107.089  142.3827],1.1318035933560924
63,time1672257431,3,"[37.9173, 37.5577, 37.6088]","[array([-8.  , -1.36,  1.52,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3795744 , 0.24629481, 0.3741308 ]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1301287670954323, 1.1317334795696499, 1.1318035933560924]",[ 37.9173  75.475  113.0838],1.1318035933560924
64,time1672258485,4,"[37.4031, 36.3915, 37.3784, 37.8205]","[array([-8.  , -1.6 ,  1.44,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36869867, 0.25596611, 0.37533523]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1267016170366508, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.4031  73.7946 111.173  148.9935],1.1318035933560924
65,time1672265777,3,"[36.3336, 37.8912, 36.2368]","[array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.3336  74.2248 110.4616],1.1318035933560924
66,time1672256044,4,"[37.2746, 38.7547, 36.5572, 38.8212]","[array([-8.  , -1.44,  1.92,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37947178, 0.26703244, 0.35349578]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0988225056537266, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.2746  76.0293 112.5865 151.4077],1.1318035933560924
67,time1672266647,4,"[37.2786, 38.0942, 37.6688, 38.6068]","[array([-8.  , -1.52,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37166775, 0.2566645 , 0.37166775]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1281820465971784, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.2786  75.3728 113.0416 151.6484],1.1318035933560924
68,time1672268753,4,"[38.8578, 39.9955, 38.6926, 37.7572]","[array([-8.  , -1.76,  1.68,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35883569, 0.27756488, 0.36359944]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1044240239831062, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.8578  78.8533 117.5459 155.3031],1.1318035933560924
69,time1672269144,3,"[38.9496, 38.5262, 38.3539]","[array([-8.  , -1.12,  1.12,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39988324, 0.20023353, 0.39988323]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1149871312083595, 1.1318035933560924, 1.1318035933560924]",[ 38.9496  77.4758 115.8297],1.1318035933560924
70,time1672256912,4,"[37.1787, 35.7241, 36.2005, 37.0447]","[array([-8.  , -1.52,  1.68,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37145229, 0.26490804, 0.36363967]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1199382059903193, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.1787  72.9028 109.1033 146.148 ],1.1318035933560924
71,time1672261728,6,"[38.1469, 36.9713, 37.134, 39.6363, 37.0469, 36.5955]","[array([-8.  , -1.68, -0.64,  8.  ]), array([-8. , -0.4,  0.4,  8. ]), array([-8.  , -0.96,  0.96,  8.  ]), array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([4.91575076e-01, 1.02670289e-08, 5.08424914e-01]), array([0.48230961, 0.03537885, 0.48231154]), array([0.41432008, 0.17135847, 0.41432145]), array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[0.9618938633260776, 0.9992136403440488, 1.0922550730817073, 1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 38.1469  75.1182 112.2522 151.8885 188.9354 225.5309],1.1318035933560924
72,time1672262598,4,"[35.8118, 35.2865, 35.6822, 35.3414]","[array([-8.  , -1.76,  1.84,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36024393, 0.28480196, 0.35495411]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0890729994448887, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 35.8118  71.0983 106.7805 142.1219],1.1318035933560924
73,time1672264168,2,"[33.8488, 35.5769]","[array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1317334795696499, 1.1318035933560924]",[33.8488 69.4257],1.1318035933560924
74,time1672267432,4,"[38.5753, 38.9266, 39.2236, 39.3441]","[array([-8.  , -1.68,  1.44,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3647917 , 0.25962871, 0.37557959]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.121915671079974, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.5753  77.5019 116.7255 156.0696],1.1318035933560924
75,time1672264375,2,"[34.3706, 34.5945]","[array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1318035933560924, 1.1318035933560924]",[34.3706 68.9651],1.1318035933560924
76,time1672257281,4,"[37.0408, 37.1875, 36.5649, 38.0123]","[array([-8.  , -1.52,  1.44,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37261817, 0.25173333, 0.3756485 ]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1299391457346455, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.0408  74.2283 110.7932 148.8055],1.1318035933560924
77,time1672266196,4,"[36.0368, 36.026, 37.2684, 37.1152]","[array([-8.  , -1.68,  1.76,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36359522, 0.27757249, 0.35883229]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1044240239751524, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.0368  72.0628 109.3312 146.4464],1.1318035933560924
78,time1672266800,4,"[40.0534, 40.3803, 39.581, 40.1335]","[array([-8.  , -1.6 ,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3676615 , 0.26105067, 0.37128783]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1248436782435292, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 40.0534  80.4337 120.0147 160.1482],1.1318035933560924
79,time1672260118,3,"[38.165, 39.2381, 39.3419]","[array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.165   77.4031 116.745 ],1.1318035933560924
80,time1672263529,4,"[36.5529, 35.6896, 36.2791, 35.7571]","[array([-8.  , -1.76,  1.6 ,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35895703, 0.27313471, 0.36790826]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1097708462959215, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.5529  72.2425 108.5216 144.2787],1.1318035933560924
81,time1672268590,4,"[42.2563, 39.7125, 40.3654, 39.7438]","[array([-8. , -1.6,  1.6,  8. ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36718685, 0.26562629, 0.36718685]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1213896770623524, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 42.2563  81.9688 122.3342 162.078 ],1.1318035933560924
82,time1672259809,4,"[39.2719, 37.9169, 39.3671, 39.7842]","[array([-8. , -2. ,  1.6,  8. ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3470314 , 0.28011307, 0.37285554]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0815440450898324, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 39.2719  77.1888 116.5559 156.3401],1.1318035933560924
83,time1672265888,4,"[38.4662, 38.4547, 38.7112, 39.8784]","[array([-8.  , -1.84,  1.76,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35495037, 0.28480969, 0.36023993]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0890729993509543, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.4662  76.9209 115.6321 155.5105],1.1318035933560924
84,time1672263242,4,"[36.6785, 36.2073, 36.1492, 36.022]","[array([-8.  , -1.44,  1.68,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37557652, 0.25963404, 0.36478944]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1219156709441613, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.6785  72.8858 109.035  145.057 ],1.1318035933560924
85,time1672265173,4,"[36.978, 37.3142, 37.3924, 36.5504]","[array([-8.  , -1.52,  1.84,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37339969, 0.2708831 , 0.3557172 ]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1056177904831772, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.978   74.2922 111.6846 148.235 ],1.1318035933560924
86,time1672260503,3,"[36.6143, 36.6141, 38.4384]","[array([-8. , -1.2,  1.2,  8. ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39339776, 0.21321149, 0.39339075]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1232327828712674, 1.1318035933560924, 1.1318035933560924]",[ 36.6143  73.2284 111.6668],1.1318035933560924
87,time1672259966,4,"[37.7807, 38.4352, 37.5326, 37.8257]","[array([-8.  , -1.6 ,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3676615 , 0.26105067, 0.37128783]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1248436782435292, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.7807  76.2159 113.7485 151.5742],1.1318035933560924
88,time1672262488,3,"[35.8391, 36.6123, 36.5253]","[array([-8.  , -1.28,  1.6 ,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38323101, 0.24428087, 0.37248813]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1257203555567075, 1.1317334795696499, 1.1318035933560924]",[ 35.8391  72.4514 108.9767],1.1318035933560924
89,time1672255934,3,"[38.1737, 36.625, 34.931]","[array([-8.  , -1.28,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38550101, 0.23083812, 0.38366087]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.130376659229207, 1.1318035933560924, 1.1318035933560924]",[ 38.1737  74.7987 109.7297],1.1318035933560924
90,time1672263917,4,"[35.8413, 35.5347, 35.0241, 35.8669]","[array([-8.  , -1.52,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37166775, 0.2566645 , 0.37166775]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1281820465971784, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 35.8413  71.376  106.4001 142.267 ],1.1318035933560924
91,time1672257170,3,"[35.9256, 36.6373, 38.263]","[array([-8.  , -1.28,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38550101, 0.23083812, 0.38366087]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.130376659229207, 1.1318035933560924, 1.1318035933560924]",[ 35.9256  72.5629 110.8259],1.1318035933560924
92,time1672266572,2,"[37.3606, 37.5127]","[array([-8.  , -1.44,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37795094, 0.24166658, 0.38038248]), array([0.38174668, 0.23650665, 0.38174667])]","[1.131733479559982, 1.1318035933560924]",[37.3606 74.8733],1.1318035933560924
93,time1672265513,4,"[37.6521, 37.9899, 37.9424, 37.5993]","[array([-8.  , -1.52,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37166775, 0.2566645 , 0.37166775]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1281820465971784, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.6521  75.642  113.5844 151.1837],1.1318035933560924
94,time1672263813,3,"[34.7755, 34.659, 34.3672]","[array([-8.  , -1.12,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39466274, 0.21265657, 0.39268069]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1218828148686624, 1.1318035933560924, 1.1318035933560924]",[ 34.7755  69.4345 103.8017],1.1318035933560924
95,time1672258861,4,"[37.5703, 38.6479, 36.9824, 37.2765]","[array([-8.  , -1.68,  1.76,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36359522, 0.27757249, 0.35883229]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1044240239751524, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.5703  76.2182 113.2006 150.4771],1.1318035933560924
96,time1672267667,4,"[39.5048, 38.7073, 38.0346, 38.6525]","[array([-8.  , -1.68,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36364117, 0.26490456, 0.37145427]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1199382061097514, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 39.5048  78.2121 116.2467 154.8992],1.1318035933560924
97,time1672256357,3,"[39.103, 40.0324, 39.4779]","[array([-8.  , -1.28,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38550101, 0.23083812, 0.38366087]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.130376659229207, 1.1318035933560924, 1.1318035933560924]",[ 39.103   79.1354 118.6133],1.1318035933560924
98,time1672266493,2,"[38.8497, 39.5859]","[array([-8.  , -1.44,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37795094, 0.24166658, 0.38038248]), array([0.38174668, 0.23650665, 0.38174667])]","[1.131733479559982, 1.1318035933560924]",[38.8497 78.4356],1.1318035933560924
99,time1672259428,2,"[37.0786, 37.7508]","[array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1318035933560924, 1.1318035933560924]",[37.0786 74.8294],1.1318035933560924
