,file,num_iter,run_time_iter,opt_thres,opt_dist,opt_I,run_time_iter_cumsum,max_opt_I
10,time1672256746,4,"[40.5026, 41.6168, 42.0086, 40.5711]","[array([-8.  , -1.52,  1.6 ,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3712822 , 0.26106132, 0.36765648]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1248436780964595, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 40.5026  82.1194 124.128  164.6991],1.1318035933560924
11,time1672260615,3,"[37.5324, 36.9904, 36.731]","[array([-8. , -1.2,  1.2,  8. ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39339776, 0.21321149, 0.39339075]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1232327828712674, 1.1318035933560924, 1.1318035933560924]",[ 37.5324  74.5228 111.2538],1.1318035933560924
12,time1672259275,4,"[38.7524, 37.406, 38.6325, 37.017]","[array([-8.  , -1.68,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36364117, 0.26490456, 0.37145427]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1199382061097514, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.7524  76.1584 114.7909 151.8079],1.1318035933560924
13,time1672256476,4,"[40.0041, 38.5602, 39.2058, 38.4428]","[array([-8.  , -1.44,  1.6 ,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3753352 , 0.25596608, 0.36869873]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.126701617036483, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 40.0041  78.5643 117.7701 156.2129],1.1318035933560924
14,time1672259012,4,"[36.5763, 38.4853, 36.8434, 36.0812]","[array([-8.  , -1.6 ,  1.44,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36869867, 0.25596611, 0.37533523]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1267016170366508, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.5763  75.0616 111.905  147.9862],1.1318035933560924
15,time1672257958,3,"[37.5132, 37.6846, 36.8313]","[array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 37.5132  75.1978 112.0291],1.1318035933560924
16,time1672260235,3,"[36.8281, 37.5042, 36.6562]","[array([-8.  , -1.2 ,  1.04,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39965838, 0.19972881, 0.40061281]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.113722180641831, 1.1318035933560924, 1.1318035933560924]",[ 36.8281  74.3323 110.9885],1.1318035933560924
17,time1672268427,4,"[39.8813, 40.2794, 41.3624, 41.0904]","[array([-8.  , -1.44,  1.68,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37557652, 0.25963404, 0.36478944]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1219156709441613, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 39.8813  80.1607 121.5231 162.6135],1.1318035933560924
18,time1672258709,4,"[38.1426, 37.4046, 37.6093, 38.6289]","[array([-8.  , -1.52,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37166775, 0.2566645 , 0.37166775]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1281820465971784, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.1426  75.5472 113.1565 151.7854],1.1318035933560924
19,time1672264060,3,"[34.4384, 35.8468, 37.3464]","[array([-8.  , -1.36,  1.52,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3795744 , 0.24629481, 0.3741308 ]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1301287670954323, 1.1317334795696499, 1.1318035933560924]",[ 34.4384  70.2852 107.6316],1.1318035933560924
20,time1672258635,2,"[36.6445, 36.8151]","[array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1317334795696499, 1.1318035933560924]",[36.6445 73.4596],1.1318035933560924
21,time1672261338,5,"[39.7511, 40.1614, 37.7391, 39.595, 39.6283]","[array([-8.  , -0.08,  0.72,  8.  ]), array([-8.  , -0.96,  0.88,  8.  ]), array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.4843892 , 0.02999858, 0.48561222]), array([0.4185992 , 0.16333653, 0.41806427]), array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[0.9948342545471349, 1.0853185761476238, 1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 39.7511  79.9125 117.6516 157.2466 196.8749],1.1318035933560924
22,time1672263674,4,"[34.6198, 33.9629, 34.1031, 35.8778]","[array([-8.  , -1.84,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3557183 , 0.27087914, 0.37340256]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1056177906375857, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 34.6198  68.5827 102.6858 138.5636],1.1318035933560924
23,time1672258372,3,"[37.1326, 37.9944, 37.2554]","[array([-8.  , -1.12,  1.12,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39988324, 0.20023353, 0.39988323]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1149871312083595, 1.1318035933560924, 1.1318035933560924]",[ 37.1326  75.127  112.3824],1.1318035933560924
24,time1672262340,4,"[37.4067, 36.7939, 36.97, 36.7229]","[array([-8.  , -1.68,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36364117, 0.26490456, 0.37145427]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1199382061097514, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.4067  74.2006 111.1706 147.8935],1.1318035933560924
25,time1672264445,3,"[34.4008, 35.0865, 35.4491]","[array([-8.  , -1.2 ,  1.12,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.39628115, 0.20670615, 0.3970127 ]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1190803297619314, 1.1318035933560924, 1.1318035933560924]",[ 34.4008  69.4873 104.9364],1.1318035933560924
26,time1672264871,4,"[36.1428, 37.7391, 38.0744, 39.3654]","[array([-8.  , -1.76,  1.44,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36092735, 0.26271353, 0.37635912]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.115624217817265, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.1428  73.8819 111.9563 151.3217],1.1318035933560924
27,time1672262223,3,"[38.8614, 38.9914, 38.4927]","[array([-8.  , -1.28,  1.2 ,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38976449, 0.21920208, 0.39103343]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.126073052952437, 1.1318035933560924, 1.1318035933560924]",[ 38.8614  77.8528 116.3455],1.1318035933560924
28,time1672257845,3,"[37.5645, 37.5535, 37.3638]","[array([-8.  , -1.28,  1.84,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38590397, 0.25228024, 0.36181579]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1076890326840627, 1.1317334795696499, 1.1318035933560924]",[ 37.5645  75.118  112.4818],1.1318035933560924
29,time1672262740,4,"[36.8536, 37.1329, 35.7156, 37.4355]","[array([-8.  , -1.76,  1.92,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36171434, 0.28760772, 0.35067793]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.079220625449902, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 36.8536  73.9865 109.7021 147.1376],1.1318035933560924
30,time1672256633,3,"[38.3545, 37.2832, 37.6801]","[array([-8.  , -1.2 ,  1.76,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3883947 , 0.24331807, 0.36828723]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1126041218066796, 1.1317334795696499, 1.1318035933560924]",[ 38.3545  75.6377 113.3178],1.1318035933560924
31,time1672261185,4,"[37.3392, 38.0899, 39.1845, 38.2506]","[array([-8.  , -1.6 ,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3676615 , 0.26105067, 0.37128783]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1248436782435292, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.3392  75.4291 114.6136 152.8642],1.1318035933560924
32,time1672266044,4,"[37.7539, 37.9055, 38.3021, 37.6375]","[array([-8.  , -1.52,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37166775, 0.2566645 , 0.37166775]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1281820465971784, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.7539  75.6594 113.9615 151.599 ],1.1318035933560924
33,time1672263031,2,"[35.6902, 35.4043]","[array([-8.  , -1.44,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37795094, 0.24166658, 0.38038248]), array([0.38174668, 0.23650665, 0.38174667])]","[1.131733479559982, 1.1318035933560924]",[35.6902 71.0945],1.1318035933560924
34,time1672261535,5,"[37.8896, 38.143, 38.3875, 38.9556, 38.4092]","[array([-8.  , -0.48,  0.32,  8.  ]), array([-8.  , -0.96,  0.96,  8.  ]), array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.48273237, 0.03505569, 0.48221194]), array([0.41432008, 0.17135847, 0.41432145]), array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[0.9989302387845047, 1.0922550730817073, 1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 37.8896  76.0326 114.4201 153.3757 191.7849],1.1318035933560924
35,time1672263102,4,"[34.712, 34.9624, 34.6431, 34.9837]","[array([-8. , -1.6,  1.6,  8. ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36718685, 0.26562629, 0.36718685]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1213896770623524, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 34.712   69.6744 104.3175 139.3012],1.1318035933560924
36,time1672260956,4,"[37.9938, 37.5998, 37.672, 37.1716]","[array([-8.  , -1.84,  1.84,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35581447, 0.28837107, 0.35581446]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0804367474732535, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 37.9938  75.5936 113.2656 150.4372],1.1318035933560924
37,time1672255782,4,"[38.3686, 36.9389, 38.2237, 37.6237]","[array([-8.  , -1.92,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35188983, 0.27297312, 0.37513705]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.096361238504361, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.3686  75.3075 113.5312 151.1549],1.1318035933560924
38,time1672256196,4,"[39.7384, 41.5882, 39.1354, 39.6537]","[array([-8.  , -1.92,  1.44,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35349549, 0.26703302, 0.37947149]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0988225056471874, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 39.7384  81.3266 120.462  160.1157],1.1318035933560924
39,time1672259503,4,"[38.6968, 37.1261, 37.1813, 37.3778]","[array([-8.  , -1.52,  1.76,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37216785, 0.26818179, 0.35965036]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1135071229650926, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.6968  75.8229 113.0042 150.382 ],1.1318035933560924
40,time1672268909,3,"[38.514, 39.5563, 39.6329]","[array([-8.  , -1.52,  1.36,  8.  ]), array([-8.  , -1.44,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37413079, 0.24629483, 0.37957438]), array([0.37795094, 0.24166658, 0.38038248]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1301287670965963, 1.131733479559982, 1.1318035933560924]",[ 38.514   78.0703 117.7032],1.1318035933560924
41,time1672264238,4,"[34.035, 34.7121, 34.2491, 33.8295]","[array([-8.  , -1.76,  1.6 ,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35895703, 0.27313471, 0.36790826]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1097708462959215, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 34.035   68.7471 102.9962 136.8257],1.1318035933560924
42,time1672260347,4,"[39.4622, 38.8619, 39.1722, 37.8013]","[array([-8.  , -1.68,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.36364117, 0.26490456, 0.37145427]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1199382061097514, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 39.4622  78.3241 117.4963 155.2976],1.1318035933560924
43,time1672259654,4,"[38.2351, 38.7862, 39.0238, 38.7586]","[array([-8.  , -1.52,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37166775, 0.2566645 , 0.37166775]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1281820465971784, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.2351  77.0213 116.0451 154.8037],1.1318035933560924
44,time1672263388,4,"[35.5503, 34.4215, 35.1102, 36.1639]","[array([-8.  , -1.76,  1.52,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.35965149, 0.26817995, 0.37216856]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1135071229833504, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 35.5503  69.9718 105.082  141.2459],1.1318035933560924
45,time1672264657,6,"[36.1936, 34.8098, 35.0206, 36.741, 36.4024, 34.9735]","[array([-8.  , -1.92, -0.88,  8.  ]), array([-8. , -0.4,  0.4,  8. ]), array([-8.  , -0.96,  0.96,  8.  ]), array([-8.  , -1.28,  1.28,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([4.86457144e-01, 5.53531662e-09, 5.13542850e-01]), array([0.48230961, 0.03537885, 0.48231154]), array([0.41432008, 0.17135847, 0.41432145]), array([0.38736331, 0.22527341, 0.38736327]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[0.9378375727573439, 0.9992136403440488, 1.0922550730817073, 1.1289331236181281, 1.1318035933560924, 1.1318035933560924]",[ 36.1936  71.0034 106.024  142.765  179.1674 214.1409],1.1318035933560924
46,time1672257544,4,"[38.1365, 37.7451, 37.7136, 36.6698]","[array([-8.  , -1.92,  1.6 ,  8.  ]), array([-8.  , -1.44,  1.44,  8.  ]), array([-8.  , -1.36,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.3508969 , 0.27838141, 0.37072169]), array([0.37652056, 0.24695888, 0.37652056]), array([0.38038243, 0.24166669, 0.37795088]), array([0.38174668, 0.23650665, 0.38174667])]","[1.0922662269567138, 1.1316124535581944, 1.1317334795696499, 1.1318035933560924]",[ 38.1365  75.8816 113.5952 150.265 ],1.1318035933560924
47,time1672267038,3,"[39.1269, 39.3703, 38.3311]","[array([-8.  , -1.6 ,  1.28,  8.  ]), array([-8.  , -1.44,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.37248814, 0.24428086, 0.38323101]), array([0.37795094, 0.24166658, 0.38038248]), array([0.38174668, 0.23650665, 0.38174667])]","[1.125720355556012, 1.131733479559982, 1.1318035933560924]",[ 39.1269  78.4972 116.8283],1.1318035933560924
48,time1672257058,3,"[37.2593, 36.5612, 37.3476]","[array([-8.  , -1.28,  1.44,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ]), array([-8.  , -1.36,  1.36,  8.  ])]","[array([0.38418733, 0.23587894, 0.37993374]), array([0.38174668, 0.23650665, 0.38174667]), array([0.38174668, 0.23650665, 0.38174667])]","[1.1303416835128592, 1.1318035933560924, 1.1318035933560924]",[ 37.2593  73.8205 111.1681],1.1318035933560924
