,file,num_iter,run_time_iter,opt_thres,opt_dist,opt_I,run_time_iter_cumsum,max_opt_I
10,time1672275075,7,"[75.2977, 72.6001, 72.9824, 74.5266, 73.8146, 72.8825, 74.7521]","[array([-8.  , -1.6 , -0.32,  2.16,  8.  ]), array([-8.  , -1.52, -0.16,  1.92,  8.  ]), array([-8.  , -1.6 , -0.08,  1.92,  8.  ]), array([-8.  , -1.68, -0.08,  1.84,  8.  ]), array([-8.  , -1.68,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.4064629 , 0.04986078, 0.22276804, 0.32090828]), array([0.3928135 , 0.07578159, 0.19333083, 0.33807407]), array([0.38183634, 0.09632601, 0.17805256, 0.34378509]), array([0.37358424, 0.11357682, 0.16224834, 0.3505906 ]), array([0.36927581, 0.12166797, 0.15464186, 0.35441437]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.123150351623601, 1.1294953792081048, 1.130950664866146, 1.1319212828870424, 1.1321921933664452, 1.132395458711865, 1.132395458711865]",[ 75.2977 147.8978 220.8802 295.4068 369.2214 442.1039 516.856 ],1.132395458711865
11,time1672264705,3,"[67.7733, 70.8003, 69.4104]","[array([-8.  , -1.84,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.76,  8.  ]), array([-8.  , -1.76,  0.  ,  1.76,  8.  ])]","[array([0.3593222 , 0.1406788 , 0.14067933, 0.35931967]), array([0.36164165, 0.13835742, 0.13835698, 0.36164395]), array([0.36164165, 0.13835742, 0.13835698, 0.36164395])]","[1.1320922655767411, 1.1324863773074734, 1.1324863773074734]",[ 67.7733 138.5736 207.984 ],1.1324863773074734
12,time1672268489,3,"[76.0769, 77.5641, 76.8513]","[array([-8.  , -2.08, -0.88,  0.8 ,  8.  ]), array([-8.  , -2.4 , -1.2 ,  0.96,  8.  ]), array([-8.  , -2.4 , -1.28,  0.96,  8.  ])]","[array([3.40133591e-01, 2.27633284e-01, 1.02905178e-08, 4.32233114e-01]), array([3.29965846e-01, 2.46461254e-01, 1.34638897e-08, 4.23572887e-01]), array([3.29636513e-01, 2.47393272e-01, 1.01972942e-08, 4.22970204e-01])]","[1.1247944041646027, 1.132141071688584, 1.1321746071349459]",[ 76.0769 153.641  230.4923],1.1321746071349459
13,time1672283749,5,"[72.3277, 73.5228, 72.4979, 72.7466, 72.2324]","[array([-8.  , -2.  ,  0.24,  1.84,  8.  ]), array([-8.  , -1.84,  0.08,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.33840161, 0.18162871, 0.10027298, 0.3796967 ]), array([0.35059483, 0.1622485 , 0.11356564, 0.37359102]), array([0.35442294, 0.15463431, 0.12165863, 0.36928412]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1280891364212062, 1.1319212819422826, 1.1321921920662539, 1.1323954580933622, 1.1323954580933622]",[ 72.3277 145.8505 218.3484 291.095  363.3274],1.1323954580933622
14,time1672259315,3,"[74.3135, 72.0633, 72.3011]","[array([-8.  , -1.84, -0.08,  1.92,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.36643489, 0.12574744, 0.15714933, 0.35066833]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.1310114920654524, 1.132395458711865, 1.132395458711865]",[ 74.3135 146.3768 218.6779],1.132395458711865
15,time1672266442,3,"[73.3673, 74.6083, 72.8312]","[array([-8.  , -1.84,  0.  ,  1.92,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.361757  , 0.13456032, 0.1487024 , 0.35498028]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.1312304979159662, 1.132395458711865, 1.132395458711865]",[ 73.3673 147.9756 220.8068],1.132395458711865
16,time1672270072,3,"[73.0767, 72.3139, 71.9489]","[array([-8.  , -2.08,  0.  ,  2.  ,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.3525983 , 0.14992101, 0.13894317, 0.35853751]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1244368562616622, 1.1323954580933622, 1.1323954580933622]",[ 73.0767 145.3906 217.3395],1.1323954580933622
17,time1672264419,4,"[70.0851, 71.5794, 70.9224, 72.1588]","[array([-8.  , -2.32, -0.88,  0.4 ,  8.  ]), array([-8.  , -2.4 , -1.2 ,  0.88,  8.  ]), array([-8.  , -2.4 , -1.28,  0.96,  8.  ]), array([-8.  , -2.4 , -1.28,  0.96,  8.  ])]","[array([3.59092310e-01, 1.97002279e-01, 1.25148081e-08, 4.43905399e-01]), array([3.31947138e-01, 2.42002340e-01, 5.69070395e-09, 4.26050516e-01]), array([3.29636513e-01, 2.47393272e-01, 1.01972942e-08, 4.22970204e-01]), array([3.29636513e-01, 2.47393272e-01, 1.01972942e-08, 4.22970204e-01])]","[1.0953276474653597, 1.131581659024092, 1.1321746071349459, 1.1321746071349459]",[ 70.0851 141.6645 212.5869 284.7457],1.1321746071349459
18,time1672267494,3,"[76.9579, 78.2541, 78.3786]","[array([-8.  , -1.76,  0.08,  1.92,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.36220328, 0.13379542, 0.14713834, 0.35686297]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.1317081095472996, 1.132395458711865, 1.132395458711865]",[ 76.9579 155.212  233.5906],1.132395458711865
19,time1672274771,4,"[76.5152, 75.776, 75.1959, 75.9006]","[array([-8.  , -1.84, -0.08,  2.  ,  8.  ]), array([-8.  , -1.76, -0.08,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.36906044, 0.11988906, 0.16447797, 0.34657253]), array([0.36845445, 0.12339853, 0.15528115, 0.35286587]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.1294760284834071, 1.132175727719702, 1.132395458711865, 1.132395458711865]",[ 76.5152 152.2912 227.4871 303.3877],1.132395458711865
20,time1672273955,3,"[75.6708, 71.6959, 74.6861]","[array([-8.  , -1.92, -0.08,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.35686033, 0.1471439 , 0.13380101, 0.36219476]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.131708110046596, 1.1323954580933622, 1.1323954580933622]",[ 75.6708 147.3667 222.0528],1.1323954580933622
21,time1672285225,3,"[71.1198, 72.0983, 71.0535]","[array([-8.  , -1.84,  0.  ,  2.  ,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.36418485, 0.1290219 , 0.15574628, 0.35104697]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.12977067360429, 1.132395458711865, 1.132395458711865]",[ 71.1198 143.2181 214.2716],1.132395458711865
22,time1672281694,3,"[72.9962, 75.2243, 73.4543]","[array([-8.  , -1.92, -0.08,  1.92,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.36223644, 0.13351658, 0.15132797, 0.352919  ]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.130049612438679, 1.132395458711865, 1.132395458711865]",[ 72.9962 148.2205 221.6748],1.132395458711865
23,time1672276036,3,"[73.1312, 71.6267, 72.2791]","[array([-8.  , -2.48, -1.28,  1.12,  8.  ]), array([-8.  , -2.4 , -1.28,  0.96,  8.  ]), array([-8.  , -2.4 , -1.28,  0.96,  8.  ])]","[array([3.26774445e-01, 2.55274150e-01, 1.79710371e-08, 4.17951386e-01]), array([3.29636513e-01, 2.47393272e-01, 1.01972942e-08, 4.22970204e-01]), array([3.29636513e-01, 2.47393272e-01, 1.01972942e-08, 4.22970204e-01])]","[1.1285924565734318, 1.1321746071349459, 1.1321746071349459]",[ 73.1312 144.7579 217.037 ],1.1321746071349459
24,time1672268262,3,"[74.7777, 75.55, 76.5849]","[array([-8.  , -1.12,  1.28,  2.4 ,  8.  ]), array([-8.  , -0.96,  1.28,  2.4 ,  8.  ]), array([-8.  , -0.96,  1.28,  2.4 ,  8.  ])]","[array([4.17988292e-01, 1.59626599e-08, 2.54317717e-01, 3.27693974e-01]), array([4.22971959e-01, 6.38129026e-09, 2.47394182e-01, 3.29633853e-01]), array([4.22971959e-01, 6.38129026e-09, 2.47394182e-01, 3.29633853e-01])]","[1.128653987281143, 1.1321746084203959, 1.1321746084203959]",[ 74.7777 150.3277 226.9126],1.1321746084203959
25,time1672257400,7,"[75.08, 73.8098, 73.6608, 75.8963, 74.4017, 72.4632, 74.1277]","[array([-8.  , -1.84, -0.16,  1.2 ,  8.  ]), array([-8.  , -1.92,  0.16,  1.52,  8.  ]), array([-8.  , -1.92,  0.08,  1.6 ,  8.  ]), array([-8.  , -1.84,  0.08,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.34348227, 0.20040655, 0.04868997, 0.40742122]), array([0.3380643 , 0.19333426, 0.07580012, 0.39280132]), array([0.343795  , 0.17804679, 0.0963095 , 0.38184871]), array([0.35059483, 0.1622485 , 0.11356564, 0.37359102]), array([0.35442294, 0.15463431, 0.12165863, 0.36928412]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1244248421257157, 1.1294953807144756, 1.13095066353943, 1.1319212819422826, 1.1321921920662539, 1.1323954580933622, 1.1323954580933622]",[ 75.08   148.8898 222.5506 298.4469 372.8486 445.3118 519.4395],1.1323954580933622
26,time1672269636,6,"[72.5479, 72.9296, 72.7214, 72.4871, 72.7317, 72.7754]","[array([-8.  , -1.68, -0.16,  2.08,  8.  ]), array([-8.  , -1.6 , -0.08,  1.92,  8.  ]), array([-8.  , -1.68, -0.08,  1.84,  8.  ]), array([-8.  , -1.68,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.38655387, 0.08666042, 0.1926373 , 0.3341484 ]), array([0.38183634, 0.09632601, 0.17805256, 0.34378509]), array([0.37358424, 0.11357682, 0.16224834, 0.3505906 ]), array([0.36927581, 0.12166797, 0.15464186, 0.35441437]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.127691584330126, 1.130950664866146, 1.1319212828870424, 1.1321921933664452, 1.132395458711865, 1.132395458711865]",[ 72.5479 145.4775 218.1989 290.686  363.4177 436.1931],1.132395458711865
27,time1672280458,3,"[74.9045, 73.8749, 73.9715]","[array([-8.  , -2.16, -0.64,  0.72,  8.  ]), array([-8.  , -2.4 , -1.2 ,  0.96,  8.  ]), array([-8.  , -2.4 , -1.28,  0.96,  8.  ])]","[array([3.40087116e-01, 2.23667608e-01, 3.86810871e-08, 4.36245238e-01]), array([3.29965846e-01, 2.46461254e-01, 1.34638897e-08, 4.23572887e-01]), array([3.29636513e-01, 2.47393272e-01, 1.01972942e-08, 4.22970204e-01])]","[1.1189684667185689, 1.132141071688584, 1.1321746071349459]",[ 74.9045 148.7794 222.7509],1.1321746071349459
28,time1672261825,3,"[75.1824, 74.0912, 75.0837]","[array([-8.  , -2.  ,  0.  ,  1.84,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.35104703, 0.15574619, 0.12902188, 0.36418489]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.129770673595853, 1.1323954580933622, 1.1323954580933622]",[ 75.1824 149.2736 224.3573],1.1323954580933622
29,time1672256729,4,"[75.4806, 75.6233, 73.8382, 70.4965]","[array([-8.  , -1.68,  0.  ,  1.92,  8.  ]), array([-8.  , -1.68,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.37168619, 0.11555897, 0.16273255, 0.35002228]), array([0.36927581, 0.12166797, 0.15464186, 0.35441437]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.1317368470789695, 1.1321921933664452, 1.132395458711865, 1.132395458711865]",[ 75.4806 151.1039 224.9421 295.4386],1.132395458711865
30,time1672262835,3,"[69.1396, 69.414, 69.0942]","[array([-8.  , -1.2 ,  1.12,  2.4 ,  8.  ]), array([-8.  , -0.96,  1.28,  2.4 ,  8.  ]), array([-8.  , -0.96,  1.28,  2.4 ,  8.  ])]","[array([4.17320485e-01, 4.45245299e-08, 2.54620064e-01, 3.28059406e-01]), array([4.22971959e-01, 6.38129026e-09, 2.47394182e-01, 3.29633853e-01]), array([4.22971959e-01, 6.38129026e-09, 2.47394182e-01, 3.29633853e-01])]","[1.1253482913278718, 1.1321746084203959, 1.1321746084203959]",[ 69.1396 138.5536 207.6478],1.1321746084203959
31,time1672280900,3,"[74.0205, 72.2111, 74.4133]","[array([-8.  , -1.68,  0.16,  1.92,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ]), array([-8.  , -1.76,  0.  ,  1.84,  8.  ])]","[array([0.36359109, 0.13112038, 0.14685806, 0.35843047]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655]), array([0.36406892, 0.13167785, 0.14737667, 0.35687655])]","[1.1314691918146427, 1.132395458711865, 1.132395458711865]",[ 74.0205 146.2316 220.6449],1.132395458711865
32,time1672260641,3,"[72.6576, 71.6656, 72.7684]","[array([-8.  , -1.92,  0.16,  1.92,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.34867312, 0.15988681, 0.1241213 , 0.36731877]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1296292273361492, 1.1323954580933622, 1.1323954580933622]",[ 72.6576 144.3232 217.0916],1.1323954580933622
33,time1672262050,7,"[73.6727, 71.9541, 71.3248, 72.8461, 73.09, 72.7809, 69.8477]","[array([-8.  , -2.16,  0.24,  1.68,  8.  ]), array([-8.  , -1.92,  0.16,  1.6 ,  8.  ]), array([-8.  , -1.92,  0.  ,  1.6 ,  8.  ]), array([-8.  , -1.84,  0.08,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.32656389, 0.20711356, 0.07128465, 0.39503791]), array([0.34025067, 0.18555952, 0.08759525, 0.38659455]), array([0.34750226, 0.17059576, 0.10448709, 0.37741489]), array([0.35059483, 0.1622485 , 0.11356564, 0.37359102]), array([0.35442294, 0.15463431, 0.12165863, 0.36928412]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1241355053312292, 1.1302981968880421, 1.1313166561362664, 1.1319212819422826, 1.1321921920662539, 1.1323954580933622, 1.1323954580933622]",[ 73.6727 145.6268 216.9516 289.7977 362.8877 435.6686 505.5163],1.1323954580933622
34,time1672274402,5,"[74.2781, 73.6499, 73.4132, 74.1503, 73.1278]","[array([-8.  , -2.08,  0.16,  1.84,  8.  ]), array([-8.  , -1.84,  0.08,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.33847026, 0.17975582, 0.10467809, 0.37709583]), array([0.35059483, 0.1622485 , 0.11356564, 0.37359102]), array([0.35442294, 0.15463431, 0.12165863, 0.36928412]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1266793532054011, 1.1319212819422826, 1.1321921920662539, 1.1323954580933622, 1.1323954580933622]",[ 74.2781 147.928  221.3412 295.4915 368.6193],1.1323954580933622
35,time1672284113,6,"[74.7962, 74.1909, 73.7028, 73.724, 72.7613, 73.0723]","[array([-8.  , -2.  ,  0.08,  1.6 ,  8.  ]), array([-8.  , -1.92,  0.  ,  1.6 ,  8.  ]), array([-8.  , -1.84,  0.08,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.68,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.33961259, 0.18543663, 0.09051194, 0.38443883]), array([0.34750226, 0.17059576, 0.10448709, 0.37741489]), array([0.35059483, 0.1622485 , 0.11356564, 0.37359102]), array([0.35442294, 0.15463431, 0.12165863, 0.36928412]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1300029812461918, 1.1313166561362664, 1.1319212819422826, 1.1321921920662539, 1.1323954580933622, 1.1323954580933622]",[ 74.7962 148.9871 222.6899 296.4139 369.1752 442.2475],1.1323954580933622
36,time1672272027,3,"[75.0111, 74.0946, 75.9629]","[array([-8.  , -2.08, -0.08,  1.84,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ]), array([-8.  , -1.84,  0.  ,  1.76,  8.  ])]","[array([0.35237501, 0.1526552 , 0.1331364 , 0.36183339]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208]), array([0.35687453, 0.1473735 , 0.13166989, 0.36408208])]","[1.1278203078998983, 1.1323954580933622, 1.1323954580933622]",[ 75.0111 149.1057 225.0686],1.1323954580933622
37,time1672285873,3,"[72.7298, 72.7365, 73.8639]","[array([-8.  , -1.2 ,  0.88,  2.24,  8.  ]), array([-8.  , -0.96,  1.28,  2.4 ,  8.  ]), array([-8.  , -0.96,  1.28,  2.4 ,  8.  ])]","[array([4.20638552e-01, 1.58224508e-07, 2.49620140e-01, 3.29741150e-01]), array([4.22971959e-01, 6.38129026e-09, 2.47394182e-01, 3.29633853e-01]), array([4.22971959e-01, 6.38129026e-09, 2.47394182e-01, 3.29633853e-01])]","[1.1252806992534048, 1.1321746084203959, 1.1321746084203959]",[ 72.7298 145.4663 219.3302],1.1321746084203959
